D_Airport Rating,D_Airport On Time Rating,D_Airport Service Rating,A_Airport Rating,A_Airport On Time Rating,A_Airport Service Rating,D_Delay,Duration,A_Delay,C_Rating,C_Market Share,C_Load Factor,C_On Time Performance Rating,D_DewPointC,D_WindGustKmph,D_cloudcover,D_humidity,D_precipMM,D_pressure,D_tempC,D_visibility,D_winddirDegree,D_windspeedKmph,D_Time,A_DewPointC,A_WindGustKmph,A_cloudcover,A_humidity,A_precipMM,A_pressure,A_tempC,A_visibility,A_winddirDegree,A_windspeedKmph,A_Time,day,month,polarity,subjectivity,tweet_volume
7.99,7.3,9.1,8.27,7.8,9.0,20.0,110.0,0.0,7.9,39.7,90.9,87.4,16.0,9.0,26.0,46.0,0.1,1013.0,28.0,10.0,114.0,8.0,5.0,21.0,27.0,73.0,89.0,1.8,1013.0,23.0,8.0,111.0,15.0,6.0,19,10,-0.08125,0.3625,1
7.5,8.6,9.2,7.29,6.2,9.0,5.0,77.0,-28.0,7.9,39.7,90.9,87.4,15.0,10.0,25.0,64.0,0.0,1015.0,22.0,10.0,58.0,8.0,5.0,25.0,3.0,6.0,69.0,0.0,1015.0,29.0,10.0,55.0,3.0,6.0,21,10,0.6000000000000001,0.9,1
7.5,8.6,9.2,7.29,6.2,9.0,58.0,86.0,39.0,7.9,39.7,90.9,87.4,20.0,4.0,81.0,90.0,1.8,1012.0,22.0,8.0,222.0,3.0,6.0,22.0,15.0,68.0,88.0,2.2,1012.0,24.0,8.0,79.0,11.0,7.0,21,10,0.6000000000000001,0.9,1
7.29,6.2,9.0,7.99,7.3,9.1,19.0,98.0,-43.0,7.9,39.7,90.9,87.4,22.0,15.0,69.0,89.0,4.4,1012.0,24.0,7.0,76.0,10.0,6.0,8.0,7.0,0.0,23.0,0.0,1013.0,32.0,10.0,266.0,6.0,8.0,21,10,0.6000000000000001,0.9,1
7.0,8.5,8.7,7.99,7.3,9.1,3.0,117.0,-30.0,7.9,39.7,90.9,87.4,21.0,8.0,9.0,59.0,0.0,1015.0,28.0,10.0,13.0,7.0,6.0,7.0,9.0,5.0,22.0,0.0,1015.0,29.0,10.0,37.0,8.0,8.0,21,10,0.6000000000000001,0.9,1
7.0,8.5,8.7,7.99,7.3,9.1,18.0,122.0,-11.0,7.9,39.7,90.9,87.4,23.0,5.0,7.0,72.0,0.0,1012.0,28.0,10.0,128.0,4.0,6.0,8.0,7.0,0.0,23.0,0.0,1013.0,32.0,10.0,266.0,6.0,8.0,21,10,0.6000000000000001,0.9,1
7.99,7.3,9.1,8.27,7.8,9.0,7.0,110.0,-9.0,7.9,39.7,90.9,87.4,9.0,6.0,8.0,29.0,0.0,1014.0,26.0,10.0,40.0,5.0,5.0,18.0,9.0,13.0,51.0,0.0,1015.0,28.0,10.0,68.0,8.0,7.0,21,10,0.6000000000000001,0.9,1
7.99,7.3,9.1,8.27,7.8,9.0,10.0,110.0,-10.0,7.9,39.7,90.9,87.4,9.0,4.0,0.0,25.0,0.0,1012.0,32.0,10.0,258.0,4.0,4.0,21.0,21.0,77.0,91.0,2.3,1012.0,22.0,5.0,71.0,12.0,6.0,21,10,0.6000000000000001,0.9,1
7.5,8.6,9.2,7.29,6.2,9.0,7.0,76.0,-27.0,7.9,39.7,90.9,87.4,14.0,16.0,7.0,60.0,0.0,1016.0,22.0,10.0,72.0,12.0,5.0,23.0,10.0,6.0,64.0,0.0,1014.0,29.0,10.0,35.0,8.0,6.0,22,10,0.09007523148148147,0.5439814814814815,3
7.5,8.6,9.2,7.29,6.2,9.0,7.0,76.0,-27.0,7.9,39.7,90.9,87.4,14.0,16.0,7.0,60.0,0.0,1016.0,22.0,10.0,72.0,12.0,5.0,23.0,10.0,6.0,64.0,0.0,1014.0,29.0,10.0,35.0,8.0,6.0,22,10,0.09007523148148147,0.5439814814814815,3
7.5,8.6,9.2,7.29,6.2,9.0,7.0,76.0,-27.0,7.9,39.7,90.9,87.4,14.0,16.0,7.0,60.0,0.0,1016.0,22.0,10.0,72.0,12.0,5.0,23.0,10.0,6.0,64.0,0.0,1014.0,29.0,10.0,35.0,8.0,6.0,22,10,0.09007523148148147,0.5439814814814815,3
7.5,8.6,9.2,7.29,6.2,9.0,13.0,76.0,-26.0,7.9,39.7,90.9,87.4,19.0,8.0,57.0,87.0,0.1,1009.0,21.0,10.0,212.0,6.0,5.0,22.0,17.0,65.0,78.0,0.2,1008.0,26.0,10.0,71.0,12.0,6.0,22,10,0.09007523148148147,0.5439814814814815,3
7.5,8.6,9.2,7.29,6.2,9.0,13.0,76.0,-26.0,7.9,39.7,90.9,87.4,19.0,8.0,57.0,87.0,0.1,1009.0,21.0,10.0,212.0,6.0,5.0,22.0,17.0,65.0,78.0,0.2,1008.0,26.0,10.0,71.0,12.0,6.0,22,10,0.09007523148148147,0.5439814814814815,3
7.5,8.6,9.2,7.29,6.2,9.0,13.0,76.0,-26.0,7.9,39.7,90.9,87.4,19.0,8.0,57.0,87.0,0.1,1009.0,21.0,10.0,212.0,6.0,5.0,22.0,17.0,65.0,78.0,0.2,1008.0,26.0,10.0,71.0,12.0,6.0,22,10,0.09007523148148147,0.5439814814814815,3
7.29,6.2,9.0,7.99,7.3,9.1,5.0,101.0,-54.0,7.9,39.7,90.9,87.4,22.0,17.0,65.0,78.0,0.2,1008.0,26.0,10.0,71.0,12.0,6.0,8.0,11.0,0.0,24.0,0.0,1010.0,31.0,10.0,291.0,9.0,8.0,22,10,0.09007523148148147,0.5439814814814815,3
7.29,6.2,9.0,7.99,7.3,9.1,5.0,101.0,-54.0,7.9,39.7,90.9,87.4,22.0,17.0,65.0,78.0,0.2,1008.0,26.0,10.0,71.0,12.0,6.0,8.0,11.0,0.0,24.0,0.0,1010.0,31.0,10.0,291.0,9.0,8.0,22,10,0.09007523148148147,0.5439814814814815,3
7.29,6.2,9.0,7.99,7.3,9.1,5.0,101.0,-54.0,7.9,39.7,90.9,87.4,22.0,17.0,65.0,78.0,0.2,1008.0,26.0,10.0,71.0,12.0,6.0,8.0,11.0,0.0,24.0,0.0,1010.0,31.0,10.0,291.0,9.0,8.0,22,10,0.09007523148148147,0.5439814814814815,3
7.0,8.5,8.7,7.99,7.3,9.1,7.0,118.0,-25.0,7.9,39.7,90.9,87.4,21.0,8.0,69.0,70.0,0.6,1011.0,27.0,9.0,356.0,5.0,6.0,8.0,11.0,0.0,24.0,0.0,1010.0,31.0,10.0,291.0,9.0,8.0,22,10,0.09007523148148147,0.5439814814814815,3
7.0,8.5,8.7,7.99,7.3,9.1,7.0,118.0,-25.0,7.9,39.7,90.9,87.4,21.0,8.0,69.0,70.0,0.6,1011.0,27.0,9.0,356.0,5.0,6.0,8.0,11.0,0.0,24.0,0.0,1010.0,31.0,10.0,291.0,9.0,8.0,22,10,0.09007523148148147,0.5439814814814815,3
7.0,8.5,8.7,7.99,7.3,9.1,7.0,118.0,-25.0,7.9,39.7,90.9,87.4,21.0,8.0,69.0,70.0,0.6,1011.0,27.0,9.0,356.0,5.0,6.0,8.0,11.0,0.0,24.0,0.0,1010.0,31.0,10.0,291.0,9.0,8.0,22,10,0.09007523148148147,0.5439814814814815,3
7.99,7.3,9.1,8.27,7.8,9.0,0.0,114.0,-12.0,7.9,39.7,90.9,87.4,9.0,6.0,0.0,27.0,0.0,1014.0,24.0,10.0,315.0,5.0,5.0,18.0,3.0,8.0,52.0,0.0,1015.0,28.0,10.0,40.0,3.0,6.0,22,10,0.09007523148148147,0.5439814814814815,3
7.99,7.3,9.1,8.27,7.8,9.0,0.0,114.0,-12.0,7.9,39.7,90.9,87.4,9.0,6.0,0.0,27.0,0.0,1014.0,24.0,10.0,315.0,5.0,5.0,18.0,3.0,8.0,52.0,0.0,1015.0,28.0,10.0,40.0,3.0,6.0,22,10,0.09007523148148147,0.5439814814814815,3
7.99,7.3,9.1,8.27,7.8,9.0,0.0,114.0,-12.0,7.9,39.7,90.9,87.4,9.0,6.0,0.0,27.0,0.0,1014.0,24.0,10.0,315.0,5.0,5.0,18.0,3.0,8.0,52.0,0.0,1015.0,28.0,10.0,40.0,3.0,6.0,22,10,0.09007523148148147,0.5439814814814815,3
7.99,7.3,9.1,8.27,7.8,9.0,10.0,110.0,-10.0,7.9,39.7,90.9,87.4,10.0,7.0,0.0,26.0,0.0,1009.0,31.0,10.0,299.0,7.0,4.0,20.0,11.0,52.0,89.0,0.0,1010.0,22.0,10.0,53.0,8.0,6.0,22,10,0.09007523148148147,0.5439814814814815,3
7.99,7.3,9.1,8.27,7.8,9.0,10.0,110.0,-10.0,7.9,39.7,90.9,87.4,10.0,7.0,0.0,26.0,0.0,1009.0,31.0,10.0,299.0,7.0,4.0,20.0,11.0,52.0,89.0,0.0,1010.0,22.0,10.0,53.0,8.0,6.0,22,10,0.09007523148148147,0.5439814814814815,3
7.99,7.3,9.1,8.27,7.8,9.0,10.0,110.0,-10.0,7.9,39.7,90.9,87.4,10.0,7.0,0.0,26.0,0.0,1009.0,31.0,10.0,299.0,7.0,4.0,20.0,11.0,52.0,89.0,0.0,1010.0,22.0,10.0,53.0,8.0,6.0,22,10,0.09007523148148147,0.5439814814814815,3
7.5,8.6,9.2,7.29,6.2,9.0,0.0,77.0,-33.0,7.9,39.7,90.9,87.4,13.0,15.0,0.0,53.0,0.0,1015.0,22.0,10.0,67.0,12.0,5.0,18.0,11.0,0.0,44.0,0.0,1014.0,28.0,10.0,49.0,9.0,6.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.5,8.6,9.2,7.29,6.2,9.0,0.0,77.0,-33.0,7.9,39.7,90.9,87.4,13.0,15.0,0.0,53.0,0.0,1015.0,22.0,10.0,67.0,12.0,5.0,18.0,11.0,0.0,44.0,0.0,1014.0,28.0,10.0,49.0,9.0,6.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.5,8.6,9.2,7.29,6.2,9.0,5.0,81.0,-20.0,7.9,39.7,90.9,87.4,19.0,20.0,63.0,89.0,0.0,1009.0,21.0,10.0,233.0,15.0,5.0,23.0,16.0,48.0,83.0,0.0,1005.0,26.0,10.0,66.0,12.0,6.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.5,8.6,9.2,7.29,6.2,9.0,5.0,81.0,-20.0,7.9,39.7,90.9,87.4,19.0,20.0,63.0,89.0,0.0,1009.0,21.0,10.0,233.0,15.0,5.0,23.0,16.0,48.0,83.0,0.0,1005.0,26.0,10.0,66.0,12.0,6.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.29,6.2,9.0,7.99,7.3,9.1,14.0,100.0,-46.0,7.9,39.7,90.9,87.4,23.0,16.0,48.0,83.0,0.0,1005.0,26.0,10.0,66.0,12.0,6.0,13.0,7.0,0.0,36.0,0.0,1011.0,30.0,10.0,116.0,6.0,8.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.29,6.2,9.0,7.99,7.3,9.1,14.0,100.0,-46.0,7.9,39.7,90.9,87.4,23.0,16.0,48.0,83.0,0.0,1005.0,26.0,10.0,66.0,12.0,6.0,13.0,7.0,0.0,36.0,0.0,1011.0,30.0,10.0,116.0,6.0,8.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.0,8.5,8.7,7.99,7.3,9.1,49.0,114.0,13.0,7.9,39.7,90.9,87.4,21.0,8.0,7.0,59.0,0.0,1014.0,28.0,10.0,356.0,7.0,6.0,10.0,11.0,2.0,27.0,0.0,1014.0,28.0,10.0,114.0,10.0,8.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.0,8.5,8.7,7.99,7.3,9.1,49.0,114.0,13.0,7.9,39.7,90.9,87.4,21.0,8.0,7.0,59.0,0.0,1014.0,28.0,10.0,356.0,7.0,6.0,10.0,11.0,2.0,27.0,0.0,1014.0,28.0,10.0,114.0,10.0,8.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.0,8.5,8.7,7.99,7.3,9.1,13.0,118.0,-19.0,7.9,39.7,90.9,87.4,21.0,22.0,96.0,91.0,1.2,1012.0,23.0,8.0,34.0,15.0,6.0,13.0,7.0,0.0,36.0,0.0,1011.0,30.0,10.0,116.0,6.0,8.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.0,8.5,8.7,7.99,7.3,9.1,13.0,118.0,-19.0,7.9,39.7,90.9,87.4,21.0,22.0,96.0,91.0,1.2,1012.0,23.0,8.0,34.0,15.0,6.0,13.0,7.0,0.0,36.0,0.0,1011.0,30.0,10.0,116.0,6.0,8.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.99,7.3,9.1,8.27,7.8,9.0,-5.0,115.0,-15.0,7.9,39.7,90.9,87.4,13.0,8.0,1.0,36.0,0.0,1013.0,24.0,10.0,97.0,7.0,5.0,19.0,10.0,16.0,56.0,0.0,1014.0,27.0,10.0,58.0,8.0,6.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.99,7.3,9.1,8.27,7.8,9.0,-5.0,115.0,-15.0,7.9,39.7,90.9,87.4,13.0,8.0,1.0,36.0,0.0,1013.0,24.0,10.0,97.0,7.0,5.0,19.0,10.0,16.0,56.0,0.0,1014.0,27.0,10.0,58.0,8.0,6.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.99,7.3,9.1,8.27,7.8,9.0,-1.0,106.0,-25.0,7.9,39.7,90.9,87.4,13.0,9.0,0.0,37.0,0.0,1009.0,29.0,10.0,123.0,8.0,4.0,21.0,9.0,62.0,89.0,0.4,1007.0,23.0,10.0,305.0,6.0,6.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.99,7.3,9.1,8.27,7.8,9.0,-1.0,106.0,-25.0,7.9,39.7,90.9,87.4,13.0,9.0,0.0,37.0,0.0,1009.0,29.0,10.0,123.0,8.0,4.0,21.0,9.0,62.0,89.0,0.4,1007.0,23.0,10.0,305.0,6.0,6.0,24,10,-0.0015046296296296318,0.14490740740740746,2
7.5,8.6,9.2,7.29,6.2,9.0,0.0,79.0,-32.0,7.9,39.7,90.9,87.4,15.0,13.0,4.0,60.0,0.0,1015.0,22.0,10.0,59.0,10.0,5.0,16.0,10.0,8.0,41.0,0.0,1014.0,29.0,10.0,64.0,8.0,6.0,25,10,0.017708333333333347,0.32052469135802464,3
7.5,8.6,9.2,7.29,6.2,9.0,0.0,79.0,-32.0,7.9,39.7,90.9,87.4,15.0,13.0,4.0,60.0,0.0,1015.0,22.0,10.0,59.0,10.0,5.0,16.0,10.0,8.0,41.0,0.0,1014.0,29.0,10.0,64.0,8.0,6.0,25,10,0.017708333333333347,0.32052469135802464,3
7.5,8.6,9.2,7.29,6.2,9.0,0.0,79.0,-32.0,7.9,39.7,90.9,87.4,15.0,13.0,4.0,60.0,0.0,1015.0,22.0,10.0,59.0,10.0,5.0,16.0,10.0,8.0,41.0,0.0,1014.0,29.0,10.0,64.0,8.0,6.0,25,10,0.017708333333333347,0.32052469135802464,3
7.5,8.6,9.2,7.29,6.2,9.0,2.0,84.0,-18.0,7.9,39.7,90.9,87.4,18.0,20.0,53.0,86.0,0.0,1010.0,20.0,10.0,223.0,14.0,5.0,23.0,26.0,39.0,80.0,0.0,1006.0,27.0,10.0,63.0,18.0,6.0,25,10,0.017708333333333347,0.32052469135802464,3
7.5,8.6,9.2,7.29,6.2,9.0,2.0,84.0,-18.0,7.9,39.7,90.9,87.4,18.0,20.0,53.0,86.0,0.0,1010.0,20.0,10.0,223.0,14.0,5.0,23.0,26.0,39.0,80.0,0.0,1006.0,27.0,10.0,63.0,18.0,6.0,25,10,0.017708333333333347,0.32052469135802464,3
7.5,8.6,9.2,7.29,6.2,9.0,2.0,84.0,-18.0,7.9,39.7,90.9,87.4,18.0,20.0,53.0,86.0,0.0,1010.0,20.0,10.0,223.0,14.0,5.0,23.0,26.0,39.0,80.0,0.0,1006.0,27.0,10.0,63.0,18.0,6.0,25,10,0.017708333333333347,0.32052469135802464,3
7.29,6.2,9.0,7.99,7.3,9.1,25.0,113.0,-22.0,7.9,39.7,90.9,87.4,23.0,26.0,39.0,80.0,0.0,1006.0,27.0,10.0,63.0,18.0,6.0,13.0,12.0,1.0,39.0,0.0,1012.0,28.0,10.0,131.0,10.0,8.0,25,10,0.017708333333333347,0.32052469135802464,3
7.29,6.2,9.0,7.99,7.3,9.1,25.0,113.0,-22.0,7.9,39.7,90.9,87.4,23.0,26.0,39.0,80.0,0.0,1006.0,27.0,10.0,63.0,18.0,6.0,13.0,12.0,1.0,39.0,0.0,1012.0,28.0,10.0,131.0,10.0,8.0,25,10,0.017708333333333347,0.32052469135802464,3
7.29,6.2,9.0,7.99,7.3,9.1,25.0,113.0,-22.0,7.9,39.7,90.9,87.4,23.0,26.0,39.0,80.0,0.0,1006.0,27.0,10.0,63.0,18.0,6.0,13.0,12.0,1.0,39.0,0.0,1012.0,28.0,10.0,131.0,10.0,8.0,25,10,0.017708333333333347,0.32052469135802464,3
7.0,8.5,8.7,7.99,7.3,9.1,4.0,127.0,-19.0,7.9,39.7,90.9,87.4,18.0,7.0,0.0,44.0,0.0,1016.0,27.0,10.0,12.0,6.0,6.0,12.0,10.0,0.0,27.0,0.0,1015.0,28.0,10.0,90.0,8.0,8.0,25,10,0.017708333333333347,0.32052469135802464,3
7.0,8.5,8.7,7.99,7.3,9.1,4.0,127.0,-19.0,7.9,39.7,90.9,87.4,18.0,7.0,0.0,44.0,0.0,1016.0,27.0,10.0,12.0,6.0,6.0,12.0,10.0,0.0,27.0,0.0,1015.0,28.0,10.0,90.0,8.0,8.0,25,10,0.017708333333333347,0.32052469135802464,3
7.0,8.5,8.7,7.99,7.3,9.1,4.0,127.0,-19.0,7.9,39.7,90.9,87.4,18.0,7.0,0.0,44.0,0.0,1016.0,27.0,10.0,12.0,6.0,6.0,12.0,10.0,0.0,27.0,0.0,1015.0,28.0,10.0,90.0,8.0,8.0,25,10,0.017708333333333347,0.32052469135802464,3
7.0,8.5,8.7,7.99,7.3,9.1,11.0,127.0,-11.0,7.9,39.7,90.9,87.4,21.0,29.0,98.0,94.0,0.8,1010.0,22.0,10.0,91.0,20.0,6.0,13.0,12.0,1.0,39.0,0.0,1012.0,28.0,10.0,131.0,10.0,8.0,25,10,0.017708333333333347,0.32052469135802464,3
7.0,8.5,8.7,7.99,7.3,9.1,11.0,127.0,-11.0,7.9,39.7,90.9,87.4,21.0,29.0,98.0,94.0,0.8,1010.0,22.0,10.0,91.0,20.0,6.0,13.0,12.0,1.0,39.0,0.0,1012.0,28.0,10.0,131.0,10.0,8.0,25,10,0.017708333333333347,0.32052469135802464,3
7.0,8.5,8.7,7.99,7.3,9.1,11.0,127.0,-11.0,7.9,39.7,90.9,87.4,21.0,29.0,98.0,94.0,0.8,1010.0,22.0,10.0,91.0,20.0,6.0,13.0,12.0,1.0,39.0,0.0,1012.0,28.0,10.0,131.0,10.0,8.0,25,10,0.017708333333333347,0.32052469135802464,3
7.99,7.3,9.1,8.27,7.8,9.0,4.0,110.0,-12.0,7.9,39.7,90.9,87.4,13.0,7.0,0.0,35.0,0.0,1014.0,25.0,10.0,84.0,6.0,5.0,16.0,10.0,20.0,49.0,0.0,1016.0,26.0,10.0,81.0,9.0,6.0,25,10,0.017708333333333347,0.32052469135802464,3
7.99,7.3,9.1,8.27,7.8,9.0,4.0,110.0,-12.0,7.9,39.7,90.9,87.4,13.0,7.0,0.0,35.0,0.0,1014.0,25.0,10.0,84.0,6.0,5.0,16.0,10.0,20.0,49.0,0.0,1016.0,26.0,10.0,81.0,9.0,6.0,25,10,0.017708333333333347,0.32052469135802464,3
7.99,7.3,9.1,8.27,7.8,9.0,4.0,110.0,-12.0,7.9,39.7,90.9,87.4,13.0,7.0,0.0,35.0,0.0,1014.0,25.0,10.0,84.0,6.0,5.0,16.0,10.0,20.0,49.0,0.0,1016.0,26.0,10.0,81.0,9.0,6.0,25,10,0.017708333333333347,0.32052469135802464,3
7.99,7.3,9.1,8.27,7.8,9.0,24.0,0.0,13.0,7.9,39.7,90.9,87.4,12.0,11.0,3.0,40.0,0.0,1011.0,27.0,10.0,129.0,9.0,5.0,21.0,15.0,71.0,85.0,0.5,1009.0,23.0,10.0,259.0,10.0,7.0,25,10,0.017708333333333347,0.32052469135802464,3
7.99,7.3,9.1,8.27,7.8,9.0,24.0,0.0,13.0,7.9,39.7,90.9,87.4,12.0,11.0,3.0,40.0,0.0,1011.0,27.0,10.0,129.0,9.0,5.0,21.0,15.0,71.0,85.0,0.5,1009.0,23.0,10.0,259.0,10.0,7.0,25,10,0.017708333333333347,0.32052469135802464,3
7.99,7.3,9.1,8.27,7.8,9.0,24.0,0.0,13.0,7.9,39.7,90.9,87.4,12.0,11.0,3.0,40.0,0.0,1011.0,27.0,10.0,129.0,9.0,5.0,21.0,15.0,71.0,85.0,0.5,1009.0,23.0,10.0,259.0,10.0,7.0,25,10,0.017708333333333347,0.32052469135802464,3
7.5,8.6,9.2,7.29,6.2,9.0,11.0,76.0,-23.0,7.9,39.7,90.9,87.4,15.0,20.0,3.0,65.0,0.0,1016.0,21.0,10.0,73.0,15.0,5.0,21.0,16.0,20.0,62.0,0.0,1016.0,29.0,10.0,73.0,12.0,6.0,26,10,-0.125,0.30000000000000004,3
7.5,8.6,9.2,7.29,6.2,9.0,11.0,76.0,-23.0,7.9,39.7,90.9,87.4,15.0,20.0,3.0,65.0,0.0,1016.0,21.0,10.0,73.0,15.0,5.0,21.0,16.0,20.0,62.0,0.0,1016.0,29.0,10.0,73.0,12.0,6.0,26,10,-0.125,0.30000000000000004,3
7.5,8.6,9.2,7.29,6.2,9.0,11.0,76.0,-23.0,7.9,39.7,90.9,87.4,15.0,20.0,3.0,65.0,0.0,1016.0,21.0,10.0,73.0,15.0,5.0,21.0,16.0,20.0,62.0,0.0,1016.0,29.0,10.0,73.0,12.0,6.0,26,10,-0.125,0.30000000000000004,3
7.5,8.6,9.2,7.29,6.2,9.0,5.0,79.0,-21.0,7.9,39.7,90.9,87.4,17.0,19.0,22.0,86.0,0.0,1011.0,20.0,10.0,223.0,13.0,5.0,23.0,32.0,44.0,76.0,0.0,1007.0,27.0,10.0,91.0,21.0,6.0,26,10,-0.125,0.30000000000000004,3
7.5,8.6,9.2,7.29,6.2,9.0,5.0,79.0,-21.0,7.9,39.7,90.9,87.4,17.0,19.0,22.0,86.0,0.0,1011.0,20.0,10.0,223.0,13.0,5.0,23.0,32.0,44.0,76.0,0.0,1007.0,27.0,10.0,91.0,21.0,6.0,26,10,-0.125,0.30000000000000004,3
7.5,8.6,9.2,7.29,6.2,9.0,5.0,79.0,-21.0,7.9,39.7,90.9,87.4,17.0,19.0,22.0,86.0,0.0,1011.0,20.0,10.0,223.0,13.0,5.0,23.0,32.0,44.0,76.0,0.0,1007.0,27.0,10.0,91.0,21.0,6.0,26,10,-0.125,0.30000000000000004,3
7.0,8.5,8.7,7.99,7.3,9.1,3.0,128.0,-19.0,7.9,39.7,90.9,87.4,18.0,5.0,2.0,43.0,0.0,1017.0,27.0,10.0,27.0,4.0,6.0,10.0,6.0,5.0,28.0,0.0,1017.0,28.0,10.0,83.0,5.0,8.0,26,10,-0.125,0.30000000000000004,3
7.0,8.5,8.7,7.99,7.3,9.1,3.0,128.0,-19.0,7.9,39.7,90.9,87.4,18.0,5.0,2.0,43.0,0.0,1017.0,27.0,10.0,27.0,4.0,6.0,10.0,6.0,5.0,28.0,0.0,1017.0,28.0,10.0,83.0,5.0,8.0,26,10,-0.125,0.30000000000000004,3
7.0,8.5,8.7,7.99,7.3,9.1,3.0,128.0,-19.0,7.9,39.7,90.9,87.4,18.0,5.0,2.0,43.0,0.0,1017.0,27.0,10.0,27.0,4.0,6.0,10.0,6.0,5.0,28.0,0.0,1017.0,28.0,10.0,83.0,5.0,8.0,26,10,-0.125,0.30000000000000004,3
7.0,8.5,8.7,7.99,7.3,9.1,8.0,121.0,-20.0,7.9,39.7,90.9,87.4,20.0,20.0,100.0,94.0,0.5,1012.0,22.0,9.0,116.0,11.0,6.0,15.0,8.0,2.0,43.0,0.0,1014.0,29.0,10.0,140.0,7.0,8.0,26,10,-0.125,0.30000000000000004,3
7.0,8.5,8.7,7.99,7.3,9.1,8.0,121.0,-20.0,7.9,39.7,90.9,87.4,20.0,20.0,100.0,94.0,0.5,1012.0,22.0,9.0,116.0,11.0,6.0,15.0,8.0,2.0,43.0,0.0,1014.0,29.0,10.0,140.0,7.0,8.0,26,10,-0.125,0.30000000000000004,3
7.0,8.5,8.7,7.99,7.3,9.1,8.0,121.0,-20.0,7.9,39.7,90.9,87.4,20.0,20.0,100.0,94.0,0.5,1012.0,22.0,9.0,116.0,11.0,6.0,15.0,8.0,2.0,43.0,0.0,1014.0,29.0,10.0,140.0,7.0,8.0,26,10,-0.125,0.30000000000000004,3
7.99,7.3,9.1,8.27,7.8,9.0,2.0,114.0,-9.0,7.9,39.7,90.9,87.4,11.0,7.0,3.0,35.0,0.0,1016.0,24.0,10.0,90.0,6.0,5.0,11.0,16.0,0.0,36.0,0.0,1017.0,27.0,10.0,79.0,14.0,7.0,26,10,-0.125,0.30000000000000004,3
7.99,7.3,9.1,8.27,7.8,9.0,2.0,114.0,-9.0,7.9,39.7,90.9,87.4,11.0,7.0,3.0,35.0,0.0,1016.0,24.0,10.0,90.0,6.0,5.0,11.0,16.0,0.0,36.0,0.0,1017.0,27.0,10.0,79.0,14.0,7.0,26,10,-0.125,0.30000000000000004,3
7.99,7.3,9.1,8.27,7.8,9.0,2.0,114.0,-9.0,7.9,39.7,90.9,87.4,11.0,7.0,3.0,35.0,0.0,1016.0,24.0,10.0,90.0,6.0,5.0,11.0,16.0,0.0,36.0,0.0,1017.0,27.0,10.0,79.0,14.0,7.0,26,10,-0.125,0.30000000000000004,3
7.99,7.3,9.1,8.27,7.8,9.0,4.0,112.0,-14.0,7.9,39.7,90.9,87.4,13.0,9.0,3.0,42.0,0.0,1012.0,27.0,10.0,144.0,8.0,4.0,21.0,10.0,67.0,83.0,1.4,1010.0,24.0,8.0,220.0,7.0,6.0,26,10,-0.125,0.30000000000000004,3
7.99,7.3,9.1,8.27,7.8,9.0,4.0,112.0,-14.0,7.9,39.7,90.9,87.4,13.0,9.0,3.0,42.0,0.0,1012.0,27.0,10.0,144.0,8.0,4.0,21.0,10.0,67.0,83.0,1.4,1010.0,24.0,8.0,220.0,7.0,6.0,26,10,-0.125,0.30000000000000004,3
7.99,7.3,9.1,8.27,7.8,9.0,4.0,112.0,-14.0,7.9,39.7,90.9,87.4,13.0,9.0,3.0,42.0,0.0,1012.0,27.0,10.0,144.0,8.0,4.0,21.0,10.0,67.0,83.0,1.4,1010.0,24.0,8.0,220.0,7.0,6.0,26,10,-0.125,0.30000000000000004,3
7.5,8.6,9.2,7.29,6.2,9.0,4.0,75.0,-36.0,7.9,39.7,90.9,87.4,9.0,18.0,0.0,39.0,0.0,1014.0,23.0,10.0,100.0,14.0,5.0,22.0,8.0,0.0,54.0,0.0,1013.0,28.0,10.0,24.0,7.0,6.0,3,11,-0.06770833333333334,0.3229166666666667,2
7.5,8.6,9.2,7.29,6.2,9.0,4.0,75.0,-36.0,7.9,39.7,90.9,87.4,9.0,18.0,0.0,39.0,0.0,1014.0,23.0,10.0,100.0,14.0,5.0,22.0,8.0,0.0,54.0,0.0,1013.0,28.0,10.0,24.0,7.0,6.0,3,11,-0.06770833333333334,0.3229166666666667,2
7.5,8.6,9.2,7.29,6.2,9.0,18.0,75.0,-13.0,7.9,39.7,90.9,87.4,18.0,18.0,23.0,66.0,0.0,1014.0,24.0,10.0,157.0,13.0,5.0,21.0,12.0,1.0,68.0,0.0,1014.0,28.0,10.0,235.0,11.0,6.0,3,11,-0.06770833333333334,0.3229166666666667,2
